iptelnet;porta;label;rede_origem;status_telnet;status_ping;
10.221.113.9;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.10;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.11;80;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.12;80;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.13;80;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.14;80;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.15;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.16;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.17;80;Tuffin 37308;10.221.113.0/24;naook;loss;
10.221.113.18;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.19;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.20;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.21;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.22;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.23;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.24;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.25;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.26;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.27;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.28;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.29;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.30;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.31;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.32;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.33;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.34;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.35;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.36;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.37;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.38;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.39;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.40;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.41;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.42;80;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.43;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.44;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.45;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.46;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.47;80;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.48;80;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.49;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.50;80;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.51;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.52;80;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.53;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.54;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.55;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.56;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.57;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.58;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.59;80;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.60;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.61;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.62;80;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.63;80;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.64;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.65;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.66;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.67;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.68;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.69;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.70;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.71;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.72;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.73;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.74;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.75;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.76;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.77;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.78;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.79;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.80;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.81;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.82;80;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.83;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.84;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.85;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.86;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.87;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.88;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.89;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.90;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.91;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.92;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.93;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.94;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.95;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.96;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.97;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.98;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.99;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.100;80;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.101;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.102;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.103;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.104;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.105;80;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.106;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.107;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.108;80;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.109;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.110;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.111;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.112;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.113;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.114;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.115;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.116;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.117;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.118;80;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.119;80;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.120;80;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.121;80;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.122;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.123;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.124;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.125;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.126;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.127;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.128;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.129;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.130;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.131;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.132;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.133;80;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.134;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.135;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.136;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.137;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.138;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.139;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.140;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.141;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.142;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.143;80;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.144;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.145;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.146;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.147;80;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.148;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.149;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.150;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.151;80;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.152;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.153;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.154;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.155;80;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.156;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.157;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.158;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.159;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.160;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.161;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.162;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.163;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.164;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.165;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.166;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.167;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.168;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.169;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.170;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.171;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.172;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.173;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.174;80;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.175;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.176;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.177;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.178;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.179;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.180;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.181;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.182;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.183;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.184;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.185;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.186;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.187;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.188;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.189;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.190;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.191;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.192;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.193;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.194;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.195;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.196;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.197;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.198;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.199;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.200;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.201;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.202;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.203;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.204;80;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.205;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.206;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.207;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.208;80;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.209;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.210;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.211;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.212;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.213;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.214;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.215;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.216;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.217;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.218;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.219;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.220;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.221;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.222;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.223;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.224;80;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.225;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.226;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.227;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.228;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.229;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.230;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.231;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.232;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.233;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.234;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.235;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.236;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.237;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.238;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.239;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.240;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.241;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.242;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.243;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.244;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.245;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.246;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.247;80;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.248;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.249;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.250;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.251;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.252;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.253;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.254;80;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.1;22;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.2;22;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.3;22;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.4;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.5;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.6;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.7;22;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.8;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.9;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.10;22;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.11;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.12;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.13;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.14;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.15;22;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.16;22;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.17;22;Tuffin 37308;10.221.113.0/24;ok;loss;
10.221.113.18;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.19;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.20;22;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.21;22;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.22;22;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.23;22;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.24;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.25;22;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.26;22;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.27;22;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.28;22;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.29;22;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.30;22;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.31;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.32;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.33;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.34;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.35;22;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.36;22;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.37;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.38;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.39;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.40;22;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.41;22;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.42;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.43;22;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.44;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.45;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.46;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.47;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.48;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.49;22;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.50;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.51;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.52;22;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.53;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.54;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.55;22;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.56;22;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.57;22;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.58;22;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.59;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.60;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.61;22;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.62;22;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.63;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.64;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.65;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.66;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.67;22;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.68;22;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.69;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.70;22;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.71;22;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.72;22;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.73;22;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.74;22;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.75;22;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.76;22;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.77;22;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.78;22;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.79;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.80;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.81;22;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.82;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.83;22;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.84;22;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.85;22;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.86;22;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.87;22;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.88;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.89;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.90;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.91;22;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.92;22;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.93;22;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.94;22;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.95;22;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.96;22;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.97;22;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.98;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.99;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.100;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.101;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.102;22;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.103;22;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.104;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.105;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.106;22;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.107;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.108;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.109;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.110;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.111;22;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.112;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.113;22;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.114;22;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.115;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.116;22;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.117;22;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.118;22;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.119;22;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.120;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.121;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.122;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.123;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.124;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.125;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.126;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.127;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.128;22;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.129;22;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.130;22;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.131;22;Tuffin 37308;10.221.113.0/24;naook;falha;
10.221.113.132;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.133;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.134;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.135;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.136;22;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.137;22;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.138;22;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.139;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.140;22;Tuffin 37308;10.221.113.0/24;naook;ok;
10.221.113.141;22;Tuffin 37308;10.221.113.0/24;ok;ok;
10.221.113.142;22;Tuffin 37308;10.221.113.0/24;naook;falha;
