iptelnet;porta;label;rede_origem;status_telnet;status_ping;
10.192.72.249;80;Tuffin 37308;10.192.72.0/24;naook;falha;
10.192.72.250;80;Tuffin 37308;10.192.72.0/24;naook;falha;
10.192.72.251;80;Tuffin 37308;10.192.72.0/24;naook;falha;
10.192.72.252;80;Tuffin 37308;10.192.72.0/24;naook;falha;
10.192.72.253;80;Tuffin 37308;10.192.72.0/24;naook;ok;
10.192.72.254;80;Tuffin 37308;10.192.72.0/24;naook;ok;
10.192.29.1;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.2;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.3;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.4;3389;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.5;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.6;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.7;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.8;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.9;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.10;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.11;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.12;3389;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.13;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.14;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.15;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.16;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.17;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.18;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.19;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.20;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.21;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.22;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.23;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.24;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.25;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.26;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.27;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.28;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.29;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.30;3389;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.31;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.32;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.33;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.34;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.35;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.36;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.37;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.38;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.39;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.40;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.41;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.42;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.43;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.44;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.45;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.46;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.47;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.48;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.49;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.50;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.51;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.52;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.53;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.54;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.55;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.56;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.57;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.58;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.59;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.60;3389;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.61;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.62;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.63;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.64;3389;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.65;3389;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.66;3389;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.67;3389;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.68;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.69;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.70;3389;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.71;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.72;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.73;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.74;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.75;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.76;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.77;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.78;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.79;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.80;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.81;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.82;3389;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.83;3389;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.84;3389;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.85;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.86;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.87;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.88;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.89;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.90;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.91;3389;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.92;3389;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.93;3389;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.94;3389;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.95;3389;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.96;3389;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.97;3389;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.98;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.99;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.100;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.101;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.102;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.103;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.104;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.105;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.106;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.107;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.108;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.109;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.110;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.111;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.112;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.113;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.114;3389;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.115;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.116;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.117;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.118;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.119;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.120;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.121;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.122;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.123;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.124;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.125;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.126;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.127;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.128;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.129;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.130;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.131;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.132;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.133;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.134;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.135;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.136;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.137;3389;Tuffin 37308;10.192.29.0/24;naook;loss;
10.192.29.138;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.139;3389;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.140;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.141;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.142;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.143;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.144;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.145;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.146;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.147;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.148;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.149;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.150;3389;Tuffin 37308;10.192.29.0/24;ok;falha;
10.192.29.151;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.152;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.153;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.154;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.155;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.156;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.157;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.158;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.159;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.160;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.161;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.162;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.163;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.164;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.165;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.166;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.167;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.168;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.169;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.170;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.171;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.172;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.173;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.174;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.175;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.176;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.177;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.178;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.179;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.180;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.181;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.182;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.183;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.184;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.185;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.186;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.187;3389;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.188;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.189;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.190;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.191;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.192;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.193;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.194;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.195;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.196;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.197;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.198;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.199;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.200;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.201;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.202;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.203;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.204;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.205;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.206;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.207;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.208;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.209;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.210;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.211;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.212;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.213;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.214;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.215;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.216;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.217;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.218;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.219;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.220;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.221;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.222;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.223;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.224;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.225;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.226;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.227;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.228;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.229;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.230;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.231;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.232;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.233;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.234;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.235;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.236;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.237;3389;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.238;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.239;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.240;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.241;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.242;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.243;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.244;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.245;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.246;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.247;3389;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.248;3389;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.249;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.250;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.251;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.252;3389;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.253;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.254;3389;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.1;22;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.2;22;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.3;22;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.4;22;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.5;22;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.6;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.7;22;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.8;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.9;22;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.10;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.11;22;Tuffin 37308;10.192.29.0/24;ok;falha;
10.192.29.12;22;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.13;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.14;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.15;22;Tuffin 37308;10.192.29.0/24;ok;falha;
10.192.29.16;22;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.17;22;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.18;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.19;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.20;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.21;22;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.22;22;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.23;22;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.24;22;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.25;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.26;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.27;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.28;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.29;22;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.30;22;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.31;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.32;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.33;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.34;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.35;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.36;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.37;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.38;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.39;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.40;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.41;22;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.42;22;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.43;22;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.44;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.45;22;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.46;22;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.47;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.48;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.49;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.50;22;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.51;22;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.52;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.53;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.54;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.55;22;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.56;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.57;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.58;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.59;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.60;22;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.61;22;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.62;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.63;22;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.64;22;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.65;22;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.66;22;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.67;22;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.68;22;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.69;22;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.70;22;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.71;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.72;22;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.73;22;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.74;22;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.75;22;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.76;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.77;22;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.78;22;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.79;22;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.80;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.81;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.82;22;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.83;22;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.84;22;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.85;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.86;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.87;22;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.88;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.89;22;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.90;22;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.91;22;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.92;22;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.93;22;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.94;22;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.95;22;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.96;22;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.97;22;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.98;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.99;22;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.100;22;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.101;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.102;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.103;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.104;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.105;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.106;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.107;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.108;22;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.109;22;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.110;22;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.111;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.112;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.113;22;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.114;22;Tuffin 37308;10.192.29.0/24;naook;ok;
10.192.29.115;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.116;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.117;22;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.118;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.119;22;Tuffin 37308;10.192.29.0/24;naook;falha;
10.192.29.120;22;Tuffin 37308;10.192.29.0/24;ok;ok;
10.192.29.121;22;Tuffin 37308;10.192.29.0/24;ok;ok;
