10.221.113.210;22;Tuffin 37305;10.16.7.192/26,10.174.21.64/26;10.221.113.210/32;
10.221.113.210;3389;Tuffin 37305;10.16.7.192/26,10.174.21.64/26;10.221.113.210/32;
10.221.113.207;22;Tuffin 37305;10.16.7.192/26,10.174.21.64/26;10.221.113.207/32;
10.221.113.207;3389;Tuffin 37305;10.16.7.192/26,10.174.21.64/26;10.221.113.207/32;
10.221.121.242;22;Tuffin 37305;10.16.7.192/26,10.174.21.64/26;10.221.121.242/32;
10.221.121.242;3389;Tuffin 37305;10.16.7.192/26,10.174.21.64/26;10.221.121.242/32;
10.221.121.195;22;Tuffin 37305;10.16.7.192/26,10.174.21.64/26;10.221.121.195/32;
10.221.121.195;3389;Tuffin 37305;10.16.7.192/26,10.174.21.64/26;10.221.121.195/32;
10.221.121.81;22;Tuffin 37305;10.16.7.192/26,10.174.21.64/26;10.221.121.81/32;
10.221.121.81;3389;Tuffin 37305;10.16.7.192/26,10.174.21.64/26;10.221.121.81/32;
10.192.67.108;22;Tuffin 37305;10.16.7.192/26,10.174.21.64/26;10.192.67.108/32;
10.192.67.108;3389;Tuffin 37305;10.16.7.192/26,10.174.21.64/26;10.192.67.108/32;
10.221.113.127;22;Tuffin 37305;10.16.7.192/26,10.174.21.64/26;10.221.113.127/32;
10.221.113.127;3389;Tuffin 37305;10.16.7.192/26,10.174.21.64/26;10.221.113.127/32;
10.221.121.42;22;Tuffin 37305;10.16.7.192/26,10.174.21.64/26;10.221.121.42/32;
10.221.121.42;3389;Tuffin 37305;10.16.7.192/26,10.174.21.64/26;10.221.121.42/32;
10.192.40.94;22;Tuffin 37305;10.16.7.192/26,10.174.21.64/26;10.192.40.94/32;
10.192.40.94;3389;Tuffin 37305;10.16.7.192/26,10.174.21.64/26;10.192.40.94/32;
10.221.113.230;22;Tuffin 37305;10.16.7.192/26,10.174.21.64/26;10.221.113.230/32;
10.221.113.230;3389;Tuffin 37305;10.16.7.192/26,10.174.21.64/26;10.221.113.230/32;
