10.221.121.116;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.117;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.117;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.117;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.118;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.118;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.118;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.119;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.119;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.119;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.120;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.120;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.120;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.121;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.121;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.121;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.122;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.122;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.122;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.123;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.123;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.123;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.124;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.124;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.124;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.125;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.125;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.125;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.126;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.126;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.126;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.127;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.127;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.127;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.128;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.128;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.128;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.129;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.129;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.129;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.130;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.130;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.130;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.131;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.131;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.131;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.132;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.132;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.132;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.133;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.133;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.133;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.134;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.134;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.134;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.135;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.135;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.135;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.136;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.136;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.136;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.137;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.137;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.137;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.138;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.138;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.138;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.139;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.139;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.139;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.140;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.140;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.140;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.141;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.141;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.141;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.142;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.142;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.142;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.143;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.143;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.143;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.144;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.144;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.144;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.145;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.145;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.145;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.146;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.146;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.146;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.147;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.147;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.147;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.148;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.148;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.148;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.149;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.149;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.149;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.150;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.150;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.150;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.151;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.151;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.151;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.152;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.152;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.152;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.153;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.153;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.153;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.154;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.154;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.154;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.155;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.155;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.155;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.156;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.156;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.156;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.157;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.157;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.157;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.158;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.158;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.158;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.159;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.159;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.159;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.160;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.160;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.160;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.161;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.161;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.161;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.162;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.162;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.162;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.163;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.163;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.163;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.164;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.164;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.164;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.165;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.165;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.165;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.166;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.166;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.166;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.167;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.167;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.167;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.168;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.168;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.168;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
