10.221.121.76;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.76;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.77;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.77;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.77;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.78;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.78;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.78;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.79;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.79;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.79;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.80;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.80;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.80;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.81;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.81;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.81;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.82;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.82;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.82;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.83;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.83;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.83;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.84;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.84;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.84;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.85;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.85;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.85;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.86;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.86;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.86;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.87;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.87;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.87;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.88;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.88;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.88;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.89;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.89;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.89;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.90;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.90;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.90;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.91;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.91;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.91;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.92;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.92;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.92;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.93;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.93;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.93;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.94;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.94;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.94;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.95;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.95;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.95;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.96;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.96;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.96;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.97;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.97;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.97;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.98;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.98;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.98;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.99;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.99;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.99;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.100;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.100;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.100;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.101;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.101;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.101;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.102;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.102;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.102;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.103;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.103;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.103;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.104;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.104;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.104;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.105;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.105;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.105;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.106;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.106;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.106;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.107;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.107;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.107;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.108;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.108;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.108;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.109;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.109;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.109;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.110;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.110;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.110;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.111;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.111;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.111;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.112;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.112;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.112;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.113;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.113;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.113;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.114;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.114;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.114;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.115;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.115;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.115;80;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.116;22;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
10.221.121.116;3389;Tuffin 37308;10.16.7.192/26,10.174.21.64/26;10.221.121.0/24;
