10.183.16.241;1521;Tuffin 37310;10.16.7.192/26,10.174.21.64/26;10.183.16.0/24;
10.183.16.241;1525;Tuffin 37310;10.16.7.192/26,10.174.21.64/26;10.183.16.0/24;
10.183.16.242;80;Tuffin 37310;10.16.7.192/26,10.174.21.64/26;10.183.16.0/24;
10.183.16.242;443;Tuffin 37310;10.16.7.192/26,10.174.21.64/26;10.183.16.0/24;
10.183.16.242;1521;Tuffin 37310;10.16.7.192/26,10.174.21.64/26;10.183.16.0/24;
10.183.16.242;1525;Tuffin 37310;10.16.7.192/26,10.174.21.64/26;10.183.16.0/24;
10.183.16.243;80;Tuffin 37310;10.16.7.192/26,10.174.21.64/26;10.183.16.0/24;
10.183.16.243;443;Tuffin 37310;10.16.7.192/26,10.174.21.64/26;10.183.16.0/24;
10.183.16.243;1521;Tuffin 37310;10.16.7.192/26,10.174.21.64/26;10.183.16.0/24;
10.183.16.243;1525;Tuffin 37310;10.16.7.192/26,10.174.21.64/26;10.183.16.0/24;
10.183.16.244;80;Tuffin 37310;10.16.7.192/26,10.174.21.64/26;10.183.16.0/24;
10.183.16.244;443;Tuffin 37310;10.16.7.192/26,10.174.21.64/26;10.183.16.0/24;
10.183.16.244;1521;Tuffin 37310;10.16.7.192/26,10.174.21.64/26;10.183.16.0/24;
10.183.16.244;1525;Tuffin 37310;10.16.7.192/26,10.174.21.64/26;10.183.16.0/24;
10.183.16.245;80;Tuffin 37310;10.16.7.192/26,10.174.21.64/26;10.183.16.0/24;
10.183.16.245;443;Tuffin 37310;10.16.7.192/26,10.174.21.64/26;10.183.16.0/24;
10.183.16.245;1521;Tuffin 37310;10.16.7.192/26,10.174.21.64/26;10.183.16.0/24;
10.183.16.245;1525;Tuffin 37310;10.16.7.192/26,10.174.21.64/26;10.183.16.0/24;
10.183.16.246;80;Tuffin 37310;10.16.7.192/26,10.174.21.64/26;10.183.16.0/24;
10.183.16.246;443;Tuffin 37310;10.16.7.192/26,10.174.21.64/26;10.183.16.0/24;
10.183.16.246;1521;Tuffin 37310;10.16.7.192/26,10.174.21.64/26;10.183.16.0/24;
10.183.16.246;1525;Tuffin 37310;10.16.7.192/26,10.174.21.64/26;10.183.16.0/24;
10.183.16.247;80;Tuffin 37310;10.16.7.192/26,10.174.21.64/26;10.183.16.0/24;
10.183.16.247;443;Tuffin 37310;10.16.7.192/26,10.174.21.64/26;10.183.16.0/24;
10.183.16.247;1521;Tuffin 37310;10.16.7.192/26,10.174.21.64/26;10.183.16.0/24;
10.183.16.247;1525;Tuffin 37310;10.16.7.192/26,10.174.21.64/26;10.183.16.0/24;
10.183.16.248;80;Tuffin 37310;10.16.7.192/26,10.174.21.64/26;10.183.16.0/24;
10.183.16.248;443;Tuffin 37310;10.16.7.192/26,10.174.21.64/26;10.183.16.0/24;
10.183.16.248;1521;Tuffin 37310;10.16.7.192/26,10.174.21.64/26;10.183.16.0/24;
10.183.16.248;1525;Tuffin 37310;10.16.7.192/26,10.174.21.64/26;10.183.16.0/24;
10.183.16.249;80;Tuffin 37310;10.16.7.192/26,10.174.21.64/26;10.183.16.0/24;
10.183.16.249;443;Tuffin 37310;10.16.7.192/26,10.174.21.64/26;10.183.16.0/24;
10.183.16.249;1521;Tuffin 37310;10.16.7.192/26,10.174.21.64/26;10.183.16.0/24;
10.183.16.249;1525;Tuffin 37310;10.16.7.192/26,10.174.21.64/26;10.183.16.0/24;
10.183.16.250;80;Tuffin 37310;10.16.7.192/26,10.174.21.64/26;10.183.16.0/24;
10.183.16.250;443;Tuffin 37310;10.16.7.192/26,10.174.21.64/26;10.183.16.0/24;
10.183.16.250;1521;Tuffin 37310;10.16.7.192/26,10.174.21.64/26;10.183.16.0/24;
10.183.16.250;1525;Tuffin 37310;10.16.7.192/26,10.174.21.64/26;10.183.16.0/24;
10.183.16.251;80;Tuffin 37310;10.16.7.192/26,10.174.21.64/26;10.183.16.0/24;
10.183.16.251;443;Tuffin 37310;10.16.7.192/26,10.174.21.64/26;10.183.16.0/24;
10.183.16.251;1521;Tuffin 37310;10.16.7.192/26,10.174.21.64/26;10.183.16.0/24;
