timestamp;data;status_teste;ip;porta;controle;origem;mascara rede;
1653921794;30/05/2022 11:43:14;naook;10.192.26.144;443;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.144/32;
1653921794;30/05/2022 11:43:14;naook;10.192.26.144;1432;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.144/32;
1653921794;30/05/2022 11:43:14;naook;10.192.26.144;1435;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.144/32;
1653921794;30/05/2022 11:43:14;ok;10.192.26.120;22;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.120/32;
1653921800;30/05/2022 11:43:20;naook;10.192.26.120;3389;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.120/32;
1653921801;30/05/2022 11:43:21;naook;10.192.26.120;80;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.120/32;
1653921801;30/05/2022 11:43:21;naook;10.192.26.120;1520;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.120/32;
1653921801;30/05/2022 11:43:21;naook;10.192.26.120;1599;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.120/32;
1653921801;30/05/2022 11:43:21;naook;10.192.26.120;1158;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.120/32;
1653921801;30/05/2022 11:43:21;naook;10.192.26.120;5500;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.120/32;
1653921801;30/05/2022 11:43:21;naook;10.192.26.120;5519;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.120/32;
1653921801;30/05/2022 11:43:21;ok;10.192.26.120;1521;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.120/32;
1653921806;30/05/2022 11:43:26;naook;10.192.26.120;1525;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.120/32;
1653921807;30/05/2022 11:43:27;naook;10.192.26.120;5520;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.120/32;
1653921807;30/05/2022 11:43:27;naook;10.192.26.120;5539;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.120/32;
1653921807;30/05/2022 11:43:27;naook;10.192.26.120;1400;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.120/32;
1653921807;30/05/2022 11:43:27;naook;10.192.26.120;1499;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.120/32;
1653921807;30/05/2022 11:43:27;naook;10.192.26.120;3306;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.120/32;
1653921807;30/05/2022 11:43:27;naook;10.192.26.120;33060;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.120/32;
1653921807;30/05/2022 11:43:27;naook;10.192.26.120;33062;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.120/32;
1653921807;30/05/2022 11:43:27;naook;10.192.26.120;5430;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.120/32;
1653921807;30/05/2022 11:43:27;naook;10.192.26.120;5540;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.120/32;
1653921807;30/05/2022 11:43:27;naook;10.192.26.120;50000;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.120/32;
1653921807;30/05/2022 11:43:27;naook;10.192.26.120;50999;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.120/32;
1653921807;30/05/2022 11:43:27;naook;10.192.26.120;443;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.120/32;
1653921807;30/05/2022 11:43:27;naook;10.192.26.120;1432;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.120/32;
1653921807;30/05/2022 11:43:27;naook;10.192.26.120;1435;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.120/32;
1653921807;30/05/2022 11:43:27;ok;10.192.26.203;22;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.203/32;
1653921812;30/05/2022 11:43:32;naook;10.192.26.203;3389;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.203/32;
1653921818;30/05/2022 11:43:38;naook;10.192.26.203;80;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.203/32;
1653921824;30/05/2022 11:43:44;naook;10.192.26.203;1520;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.203/32;
1653921830;30/05/2022 11:43:50;naook;10.192.26.203;1599;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.203/32;
1653921836;30/05/2022 11:43:56;naook;10.192.26.203;1158;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.203/32;
1653921842;30/05/2022 11:44:02;naook;10.192.26.203;5500;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.203/32;
1653921848;30/05/2022 11:44:08;naook;10.192.26.203;5519;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.203/32;
1653921854;30/05/2022 11:44:14;ok;10.192.26.203;1521;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.203/32;
1653921860;30/05/2022 11:44:20;naook;10.192.26.203;1525;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.203/32;
1653921866;30/05/2022 11:44:26;naook;10.192.26.203;5520;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.203/32;
1653921872;30/05/2022 11:44:32;naook;10.192.26.203;5539;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.203/32;
1653921878;30/05/2022 11:44:38;naook;10.192.26.203;1400;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.203/32;
1653921884;30/05/2022 11:44:44;naook;10.192.26.203;1499;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.203/32;
1653921890;30/05/2022 11:44:50;naook;10.192.26.203;3306;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.203/32;
1653921896;30/05/2022 11:44:56;naook;10.192.26.203;33060;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.203/32;
1653921902;30/05/2022 11:45:02;naook;10.192.26.203;33062;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.203/32;
1653921908;30/05/2022 11:45:08;naook;10.192.26.203;5430;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.203/32;
1653921914;30/05/2022 11:45:14;naook;10.192.26.203;5540;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.203/32;
1653921920;30/05/2022 11:45:20;naook;10.192.26.203;50000;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.203/32;
1653921926;30/05/2022 11:45:26;naook;10.192.26.203;50999;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.203/32;
1653921932;30/05/2022 11:45:32;naook;10.192.26.203;443;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.203/32;
1653921938;30/05/2022 11:45:38;naook;10.192.26.203;1432;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.203/32;
1653921944;30/05/2022 11:45:44;naook;10.192.26.203;1435;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.203/32;
1653921950;30/05/2022 11:45:50;naook;10.192.6.30;22;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.6.30/32;
1653921956;30/05/2022 11:45:56;naook;10.192.6.30;3389;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.6.30/32;
1653921962;30/05/2022 11:46:02;naook;10.192.6.30;80;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.6.30/32;
1653921968;30/05/2022 11:46:08;naook;10.192.6.30;1520;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.6.30/32;
1653921974;30/05/2022 11:46:14;naook;10.192.6.30;1599;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.6.30/32;
1653921980;30/05/2022 11:46:20;naook;10.192.6.30;1158;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.6.30/32;
1653921986;30/05/2022 11:46:26;naook;10.192.6.30;5500;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.6.30/32;
1653921992;30/05/2022 11:46:32;naook;10.192.6.30;5519;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.6.30/32;
1653921998;30/05/2022 11:46:38;naook;10.192.6.30;1521;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.6.30/32;
1653922004;30/05/2022 11:46:44;naook;10.192.6.30;1525;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.6.30/32;
1653922010;30/05/2022 11:46:50;naook;10.192.6.30;5520;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.6.30/32;
1653922016;30/05/2022 11:46:56;naook;10.192.6.30;5539;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.6.30/32;
1653922022;30/05/2022 11:47:02;naook;10.192.6.30;1400;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.6.30/32;
1653922028;30/05/2022 11:47:08;naook;10.192.6.30;1499;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.6.30/32;
1653922034;30/05/2022 11:47:14;naook;10.192.6.30;3306;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.6.30/32;
1653922040;30/05/2022 11:47:20;naook;10.192.6.30;33060;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.6.30/32;
1653922046;30/05/2022 11:47:26;naook;10.192.6.30;33062;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.6.30/32;
1653922052;30/05/2022 11:47:32;naook;10.192.6.30;5430;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.6.30/32;
1653922058;30/05/2022 11:47:38;naook;10.192.6.30;5540;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.6.30/32;
1653922064;30/05/2022 11:47:44;naook;10.192.6.30;50000;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.6.30/32;
1653922070;30/05/2022 11:47:50;naook;10.192.6.30;50999;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.6.30/32;
1653922076;30/05/2022 11:47:56;naook;10.192.6.30;443;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.6.30/32;
1653922082;30/05/2022 11:48:02;naook;10.192.6.30;1432;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.6.30/32;
1653922088;30/05/2022 11:48:08;naook;10.192.6.30;1435;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.6.30/32;
1653922094;30/05/2022 11:48:14;naook;10.192.40.202;22;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.40.202/32;
1653922095;30/05/2022 11:48:15;ok;10.192.40.202;3389;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.40.202/32;
1653922100;30/05/2022 11:48:20;ok;10.192.40.202;80;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.40.202/32;
1653922106;30/05/2022 11:48:26;naook;10.192.40.202;1520;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.40.202/32;
1653922107;30/05/2022 11:48:27;naook;10.192.40.202;1599;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.40.202/32;
1653922107;30/05/2022 11:48:27;naook;10.192.40.202;1158;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.40.202/32;
1653922107;30/05/2022 11:48:27;naook;10.192.40.202;5500;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.40.202/32;
1653922107;30/05/2022 11:48:27;naook;10.192.40.202;5519;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.40.202/32;
1653922107;30/05/2022 11:48:27;naook;10.192.40.202;1521;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.40.202/32;
1653922107;30/05/2022 11:48:27;naook;10.192.40.202;1525;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.40.202/32;
1653922107;30/05/2022 11:48:27;naook;10.192.40.202;5520;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.40.202/32;
