timestamp;data;status_teste;ip;porta;controle;origem;mascara rede;
1653921792;30/05/2022 11:43:12;naook;10.221.25.90;33060;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.221.25.90/32;
1653921792;30/05/2022 11:43:12;naook;10.221.25.90;33062;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.221.25.90/32;
1653921792;30/05/2022 11:43:12;naook;10.221.25.90;5430;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.221.25.90/32;
1653921792;30/05/2022 11:43:12;naook;10.221.25.90;5540;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.221.25.90/32;
1653921792;30/05/2022 11:43:12;naook;10.221.25.90;50000;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.221.25.90/32;
1653921793;30/05/2022 11:43:13;naook;10.221.25.90;50999;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.221.25.90/32;
1653921793;30/05/2022 11:43:13;naook;10.221.25.90;443;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.221.25.90/32;
1653921793;30/05/2022 11:43:13;naook;10.221.25.90;1432;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.221.25.90/32;
1653921793;30/05/2022 11:43:13;naook;10.221.25.90;1435;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.221.25.90/32;
1653921793;30/05/2022 11:43:13;ok;10.192.26.106;22;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.106/32;
1653921798;30/05/2022 11:43:18;naook;10.192.26.106;3389;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.106/32;
1653921799;30/05/2022 11:43:19;naook;10.192.26.106;80;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.106/32;
1653921799;30/05/2022 11:43:19;naook;10.192.26.106;1520;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.106/32;
1653921799;30/05/2022 11:43:19;naook;10.192.26.106;1599;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.106/32;
1653921799;30/05/2022 11:43:19;naook;10.192.26.106;1158;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.106/32;
1653921799;30/05/2022 11:43:19;naook;10.192.26.106;5500;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.106/32;
1653921799;30/05/2022 11:43:19;naook;10.192.26.106;5519;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.106/32;
1653921799;30/05/2022 11:43:19;ok;10.192.26.106;1521;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.106/32;
1653921804;30/05/2022 11:43:24;naook;10.192.26.106;1525;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.106/32;
1653921805;30/05/2022 11:43:25;naook;10.192.26.106;5520;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.106/32;
1653921805;30/05/2022 11:43:25;naook;10.192.26.106;5539;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.106/32;
1653921805;30/05/2022 11:43:25;naook;10.192.26.106;1400;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.106/32;
1653921805;30/05/2022 11:43:25;naook;10.192.26.106;1499;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.106/32;
1653921805;30/05/2022 11:43:25;naook;10.192.26.106;3306;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.106/32;
1653921805;30/05/2022 11:43:25;naook;10.192.26.106;33060;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.106/32;
1653921805;30/05/2022 11:43:25;naook;10.192.26.106;33062;Tuffin 37309;10.16.7.192/26,10.174.21.64/26;10.192.26.106/32;
