ips;portas;controle;origem;
10.221.63.73/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.2.5/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.26.202/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.26.19/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.221.63.188/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.221.63.24/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.12.50/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.12.118/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.12.20/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.18.10/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.38.206/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.40.69/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.221.63.7/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.26.141/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.26.142/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.26.144/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.26.120/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.26.203/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.6.30/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.40.202/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.112.33.21/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.40.201/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.40.252/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.221.25.253/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.26.36/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.16.255/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.221.63.232/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.67.127/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.67.161/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.221.222.54/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.221.25.234/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.12.251/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.40.214/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.12.102/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.221.25.153/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.26.32/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.26.79/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.221.63.106/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.5.5.8/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.221.63.108/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.12.43/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.40.244/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.29.153/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.12.92/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.9.5.5/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.9.5.1/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
200.184.192.241/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.221.23.113/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.26.84/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.5.5.23/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.2.153/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.12.78/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.221.63.96/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.221.25.91/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.26.107/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.221.63.82/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.40.157/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.221.25.215/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.40.183/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.12.121/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.221.63.147/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.26.147/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.40.84/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.40.85/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.221.63.202/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.221.63.181/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.221.63.15/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.40.73/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.40.225/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.38.29/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.38.30/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.26.48/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.26.46/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.221.23.180/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.40.195/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.221.21.35/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.26.163/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.26.95/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.221.21.109/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.40.220/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.221.21.9/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.192.40.248/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.221.63.143/32;22,3389,80,1520,1599,1158,5500,5519,1521,1525,5520,5539,1400,1499,3306,33060,33062,5430,5540,50000,50999,443,1432,1435;label_37309;10.16.7.192/26,10.174.21.64/26;
10.221.113.195/32;80,443,1521,1525;label_37310;10.16.7.192/26,10.174.21.64/26;
10.221.25.45/32;80,443,1521,1525;label_37310;10.16.7.192/26,10.174.21.64/26;
10.221.113.207/32;80,443,1521,1525;label_37310;10.16.7.192/26,10.174.21.64/26;
10.221.121.195/32;80,443,1521,1525;label_37310;10.16.7.192/26,10.174.21.64/26;
10.221.63.199/32;80,443,1521,1525;label_37310;10.16.7.192/26,10.174.21.64/26;
10.221.25.44/32;80,443,1521,1525;label_37310;10.16.7.192/26,10.174.21.64/26;
10.221.63.242/32;80,443,1521,1525;label_37310;10.16.7.192/26,10.174.21.64/26;
10.221.121.194/32;80,443,1521,1525;label_37310;10.16.7.192/26,10.174.21.64/26;
10.183.16.0/24;80,443,1521,1525;label_37310;10.16.7.192/26,10.174.21.64/26;
10.183.40.0/24;80,443,1521,1525;label_37310;10.16.7.192/26,10.174.21.64/26;
10.221.30.170/32;80,443,3389;label_37311;10.16.7.192/26,10.174.21.64/26;
10.192.12.174/32;80,443,3389;label_37311;10.16.7.192/26,10.174.21.64/26;
10.168.16.87/32;80,443,3389;label_37311;10.16.7.192/26,10.174.21.64/26;
10.183.40.0/24;80,443,3389;label_37311;10.16.7.192/26,10.174.21.64/26;
